metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
http_req_blocked,trend,4.9902050000000004,2.7484,4.9926,6.2851,6.1529,6.15951,6.259982,,,,
http_500_count,counter,,,,,,,,0,0,,
checks,rate,,,,,,,,,0,0,40
http_req_receiving,trend,0.89625,0,0.7653,2.1982,1.6350400000000005,1.9721950000000001,2.1529989999999994,,,,
iteration_duration,trend,27.528790000000004,10.7829,28.474,42.3823,39.54831,40.52201,42.010242,,,,
http_req_duration,trend,21.735519999999998,6.5314,21.560650000000003,34.9545,32.6427,33.695370000000004,34.702674,,,,
http_reqs,counter,,,,,,,,20,471.89510715558146,,
data_sent,counter,,,,,,,,4266,100655.22635628554,,
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
iterations,counter,,,,,,,,20,471.89510715558146,,
duplicate_attendance_detected,rate,,,,,,,,,0,0,0
login_duration,trend,21.735519999999998,6.5314,21.560650000000003,34.9545,32.6427,33.695370000000004,34.702674,,,,
auth_failures,counter,,,,,,,,20,471.89510715558146,,
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,0
http_req_failed,rate,,,,,,,,,1,20,0
http_req_sending,trend,0.18056500000000003,0,0,0.5169,0.5169,0.5169,0.5169,,,,
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
http_req_connecting,trend,2.43729,1.3335,1.9857500000000001,4.1716,3.633130000000001,4.1716,4.1716,,,,
http_429_count,counter,,,,,,,,0,0,,
http_req_waiting,trend,20.658705,4.3332,20.6943,34.185,32.127900000000004,33.12594,33.973188,,,,
race_condition_detected,rate,,,,,,,,,0,0,0
data_received,counter,,,,,,,,24120,569105.4992296313,,
