metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
vus,gauge,,0,,53,,,,,,,
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
http_req_connecting,trend,0.004244882612533098,0,0,14.7216,0,0,0,,,,
workflow_duration,trend,2355.5366395262768,1353,2264,4810,3024,3486.3499999999976,4050.8899999999976,,,,
data_sent,counter,,,,,,,,15451785,66864.24856810222,,
iterations,counter,,,,,,,,18066,78.17669703735424,,
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,0
http_reqs,counter,,,,,,,,28325,122.57029467414254,,
http_req_duration{expected_response:true},trend,204.7153534858878,0.5072,160.0483,2012.3697,377.7728,553.216,1046.4788599999981,,,,
group_duration,trend,182.63221500471883,0,164.00435,1147.8482,387.62315,474.73205,660.5569100000002,,,,
race_condition_detected,rate,,,,,,,,,0,0,0
duplicate_attendance_detected,rate,,,,,,,,,0,0,0
data_received,counter,,,,,,,,95308443,412426.6175973069,,
iteration_duration,trend,600.439650974206,0.5911,273.7901,4809.8106,2137.70625,2404.2490749999997,3335.4672099999934,,,,
http_500_count,counter,,,,,,,,0,0,,
http_req_failed,rate,,,,,,,,,0.1406531332744925,3984,24341
checks,rate,,,,,,,,,0.9519612217090905,78949,3984
login_duration,trend,941.0219037321617,418.8879,923.2099,2012.3697,1189.1115,1303.90125,1503.07362,,,,
http_req_duration,trend,206.70627334157177,0.5072,167.1884,2012.3697,372.96770000000004,513.9013999999995,1024.8202239999996,,,,
http_req_sending,trend,0.05298962400706083,0,0,33.2739,0,0.5457,0.7945039999999993,,,,
http_req_waiting,trend,205.85872407766988,0.3387,166.4721,2012.3697,372.1288000000001,513.1242799999994,1023.044507999998,,,,
http_429_count,counter,,,,,,,,0,0,,
vus_max,gauge,,53,,53,,,,,,,
http_req_blocked,trend,0.01647899029126215,0,0,14.7216,0,0,0.5805279999999995,,,,
http_req_receiving,trend,0.7945596398940872,0,0.4783,12.5466,2.09226,2.9787799999999987,5.071847999999993,,,,
