metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
http_req_duration{name:POST /attendance/bulk},trend,2240.1585889999997,1534.1271,2277.21705,3043.7175,2797.89583,2911.83307,3024.0550110000004,,,,
http_req_waiting,trend,1267.3335176250005,10.5834,827.1529,3782.2715,2754.2907499999997,3185.8238399999996,3593.3786560000003,,,,
http_req_connecting,trend,0.37474837500000013,0,0,13.3812,1.5182,2.6227399999999945,5.873503999999991,,,,
http_req_duration{name:GET /students (roster)},trend,730.2575219999999,364.9124,740.1034500000001,831.7135,783.9426500000001,786.2658600000001,826.596091,,,,
data_received,counter,,,,,,,,4499533,377165.10103294195,,
vus_max,gauge,,56,,100,,,,,,,
group_duration,trend,1040.5662805000004,0,732.3900000000001,3783.8356,2706.42353,3188.2799099999993,3597.143059,,,,
workflow_duration,trend,11571.53,11137,11618.5,11928,11766.2,11787.5,11807.220000000001,,,,
vus,gauge,,0,,100,,,,,,,
http_req_duration{name:GET /teacher-workspace/me},trend,2895.452131,2131.2988,2905.35645,3782.6834,3585.67685,3619.3550099999998,3771.190292,,,,
http_req_sending,trend,0.15697975000000006,0,0,22.9224,0.030850000000007014,0.7034099999999995,1.6848429999999999,,,,
missing_attendance,rate,,,,,,,,,0,0,100
teacher_workflow_success,rate,,,,,,,,,1,100,0
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,0
http_reqs,counter,,,,,,,,800,67.05853270247236,,
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
http_429_count,counter,,,,,,,,0,0,,
iterations,counter,,,,,,,,100,8.382316587809045,,
http_500_count,counter,,,,,,,,0,0,,
http_req_duration{name:POST /auth/login},trend,1828.6468689999997,520.6327,1835.62905,2825.135,2756.09382,2812.01097,2823.5344670000004,,,,
login_duration,trend,1828.6468689999997,520.6327,1835.62905,2825.135,2756.09382,2812.01097,2823.5344670000004,,,,
data_sent,counter,,,,,,,,542768,45496.532097319396,,
http_req_duration{expected_response:true},trend,1268.0123492500009,11.2338,827.6954000000001,3782.6834,2756.09382,3186.5859299999997,3593.9346259999998,,,,
partial_attendance_save,rate,,,,,,,,,0,0,100
http_req_failed,rate,,,,,,,,,0,0,800
race_condition_detected,rate,,,,,,,,,0,0,0
http_req_duration,trend,1268.0123492500009,11.2338,827.6954000000001,3782.6834,2756.09382,3186.5859299999997,3593.9346259999998,,,,
iteration_duration,trend,11571.865890000001,11138.3059,11618.3436,11927.3498,11766.5357,11788.290475,11807.033912,,,,
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
duplicate_attendance_detected,rate,,,,,,,,,0,0,100
checks,rate,,,,,,,,,1,2700,0
http_req_receiving,trend,0.5218518749999993,0,0.37565,8.5467,1.15213,1.868024999999999,4.206695999999998,,,,
http_req_blocked,trend,1.3025472500000004,0,0,30.4957,1.7645100000000062,5.915119999999953,29.5077,,,,
