metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
data_sent,counter,,,,,,,,40715,10695.644845852417,,
http_req_connecting,trend,0.93638,0,0,5.3646,3.9965900000000003,4.4981,5.3646,,,,
http_req_sending,trend,0.09444,0,0,1.8583,0.5155,0.592545,1.3368209999999958,,,,
data_received,counter,,,,,,,,318957,83788.54950506077,,
login_duration,trend,1540.8369150000003,1412.0296,1413.8597,2070.2371,2053.53075,2062.210265,2068.6317329999997,,,,
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
http_req_duration{expected_response:true},trend,530.5708199999999,16.6901,192.12105,2070.2371,1418.51573,1459.9337749999986,2063.562153,,,,
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,4
http_reqs,counter,,,,,,,,80,21.015635212285236,,
http_429_count,counter,,,,,,,,0,0,,
vus_max,gauge,,20,,20,,,,,,,
checks,rate,,,,,,,,,1,190,0
group_duration,trend,156.41670500000004,0,96.29605000000001,651.4468,438.60685,457.195785,576.9499749999999,,,,
http_req_blocked,trend,1.8851175000000002,0,0,9.5177,7.5581,7.802004999999998,9.5177,,,,
http_500_count,counter,,,,,,,,0,0,,
iteration_duration,trend,2827.2956750000003,1925.6258,2481.5423,3806.0382,3751.77053,3781.624435,3801.155447,,,,
iterations,counter,,,,,,,,20,5.253908803071309,,
workflow_duration,trend,3718.5,3603,3726,3806,3787.8,3796.9,3804.18,,,,
duplicate_attendance_detected,rate,,,,,,,,,0,0,0
http_req_duration,trend,530.5708199999999,16.6901,192.12105,2070.2371,1418.51573,1459.9337749999986,2063.562153,,,,
race_condition_detected,rate,,,,,,,,,0,0,2
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
http_req_waiting,trend,520.2092250000001,16.6901,190.21055,2069.6484,1393.4321900000004,1459.4440499999987,2063.438526,,,,
http_req_failed,rate,,,,,,,,,0,0,80
http_req_receiving,trend,10.267154999999999,0,0.80405,189.2464,35.3325,66.2819,95.97741999999926,,,,
vus,gauge,,8,,20,,,,,,,
