metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
partial_attendance_save,rate,,,,,,,,,0,0,60
workflow_duration,trend,9627.53,6263,10549.5,10939,10884.2,10909.4,10929.1,,,,
http_req_connecting,trend,0.32718700000000006,0,0,8.1883,1.3556,2.5189,4.5334,,,,
checks,rate,,,,,,,,,0.9691964285714286,2171,69
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
http_reqs,counter,,,,,,,,700,63.97129465444256,,
http_500_count,counter,,,,,,,,0,0,,
vus,gauge,,18,,100,,,,,,,
teacher_workflow_success,rate,,,,,,,,,0.18333333333333332,11,49
iterations,counter,,,,,,,,100,9.13875637920608,,
http_req_duration{expected_response:true},trend,1164.460289264705,9.1403,1019.1496500000001,4056.9653,2422.0283300000056,3705.9970999999996,3911.009070000001,,,,
data_sent,counter,,,,,,,,431267,39412.44047391068,,
http_req_sending,trend,0.07505971428571429,0,0,2.8013,0,0.5902449999999999,1.0535209999999986,,,,
http_req_receiving,trend,0.9700647142857146,0,0.52245,12.7573,2.697260000000001,3.8387649999999978,5.941319999999997,,,,
race_condition_detected,rate,,,,,,,,,0,0,0
missing_attendance,rate,,,,,,,,,0,0,60
data_received,counter,,,,,,,,4622504,422439.3791790562,,
http_req_duration,trend,1175.4935989999994,9.1403,1036.56425,4056.9653,2259.284220000001,3680.5621799999985,3905.0736699999998,,,,
vus_max,gauge,,100,,100,,,,,,,
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,0
http_req_waiting,trend,1174.4484745714292,4.8216,1036.1188499999998,4056.4494,2258.1011700000013,3680.5362699999987,3905.0531959999994,,,,
login_duration,trend,919.3683939999999,302.1491,913.7571,1455.7338,1423.1057600000001,1440.8799199999999,1451.935071,,,,
iteration_duration,trend,9627.822637000001,6263.5622,10550.2494,10942.4079,10884.45421,10910.045974999999,10928.330892,,,,
group_duration,trend,1108.3448190909087,0,943.4377,4058.9551,2646.0643,3716.23332,3918.4904779999993,,,,
http_req_failed,rate,,,,,,,,,0.02857142857142857,20,680
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
http_429_count,counter,,,,,,,,0,0,,
http_req_blocked,trend,1.151733714285714,0,0,17.6718,4.5334,11.64779,14.7039,,,,
duplicate_attendance_detected,rate,,,,,,,,,0,0,60
