metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
teacher_workflow_success,rate,,,,,,,,,0.9,54,6
vus_max,gauge,,100,,100,,,,,,,
data_sent,counter,,,,,,,,441764,21376.12431826357,,
http_req_waiting,trend,2161.5853261111142,3.7038,973.52205,15976.4034,5462.030200000013,7916.571635,9631.526252,,,,
http_429_count,counter,,,,,,,,0,0,,
race_condition_detected,rate,,,,,,,,,0,0,0
http_reqs,counter,,,,,,,,720,34.839438046445096,,
checks,rate,,,,,,,,,0.9973913043478261,2294,6
workflow_duration,trend,16974.27,8984,17596.5,20666,19731.300000000003,20306.8,20635.31,,,,
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,20
http_req_connecting,trend,0.291996111111111,0,0,7.5347,1.8041,2.0935,3.3245,,,,
http_req_receiving,trend,1.0577523611111117,0,0,14.5025,3.78866,4.980989999999995,8.380946999999995,,,,
group_duration,trend,1435.8374982352943,0,903.7751499999999,15978.7114,3102.4863400000004,4695.881744999997,7740.293451000013,,,,
http_500_count,counter,,,,,,,,0,0,,
login_duration,trend,5814.586365,1372.597,6214.01265,9641.6694,9263.92616,9380.14383,9637.057682999999,,,,
iteration_duration,trend,16974.828236999994,8988.9293,17596.2071,20666.2346,19731.30974,20306.607935,20635.584299000002,,,,
partial_attendance_save,rate,,,,,,,,,0,0,60
vus,gauge,,6,,100,,,,,,,
http_req_duration,trend,2162.7952200000004,12.4815,975.5546,15978.7114,5462.148420000012,7916.571635,9631.94729,,,,
iterations,counter,,,,,,,,100,4.838810839784041,,
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
http_req_sending,trend,0.15214152777777779,0,0,58.097,0,0.5602449999999983,1.9732279999999887,,,,
duplicate_attendance_detected,rate,,,,,,,,,0,0,60
http_req_blocked,trend,1.1772787499999995,0,0,22.5952,2.059570000000001,7.5347,22.5952,,,,
http_req_failed,rate,,,,,,,,,0,0,720
http_req_duration{expected_response:true},trend,2162.7952200000004,12.4815,975.5546,15978.7114,5462.148420000012,7916.571635,9631.94729,,,,
missing_attendance,rate,,,,,,,,,0,0,60
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
data_received,counter,,,,,,,,4640937,224566.16262354827,,
