metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
duplicate_attendance_detected,rate,,,,,,,,,0,0,60
data_received,counter,,,,,,,,4564416,524162.7272204557,,
http_req_duration{expected_response:true},trend,908.0657876388879,4.007,581.56735,3565.9038,2097.82307,3049.9889949999997,3460.1301539999995,,,,
http_429_count,counter,,,,,,,,0,0,,
http_req_sending,trend,0.0661451388888889,0,0,7.4212,0,0,2.109,,,,
http_req_receiving,trend,0.5935984722222218,0,0,10.3177,1.5778500000000004,2.4027299999999996,4.404636,,,,
http_500_count,counter,,,,,,,,0,0,,
data_sent,counter,,,,,,,,441819,50737.06077137021,,
partial_attendance_save,rate,,,,,,,,,0,0,60
teacher_workflow_success,rate,,,,,,,,,1,60,0
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,20
vus_max,gauge,,100,,100,,,,,,,
http_req_duration,trend,908.0657876388879,4.007,581.56735,3565.9038,2097.82307,3049.9889949999997,3460.1301539999995,,,,
http_req_connecting,trend,0.329235,0,0,7.5739,1.5313,2.523,5.195254999999967,,,,
iterations,counter,,,,,,,,100,11.48367561634294,,
group_duration,trend,798.8220773529398,0,414.67065,3566.944,2122.7685800000004,3058.8386349999996,3464.5329060000004,,,,
http_req_failed,rate,,,,,,,,,0,0,720
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
http_req_blocked,trend,1.3102644444444447,0,0,22.4229,2.549620000000006,12.4888,21.614782999999914,,,,
vus,gauge,,55,,100,,,,,,,
login_duration,trend,1109.931872,403.274,1177.6076,1826.1895,1522.82708,1795.87583,1820.22376,,,,
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
workflow_duration,trend,7938.35,6125,8282,8707,8591.8,8615.15,8678.29,,,,
race_condition_detected,rate,,,,,,,,,0,0,0
http_reqs,counter,,,,,,,,720,82.68246443766915,,
missing_attendance,rate,,,,,,,,,0,0,60
iteration_duration,trend,7938.414488999999,6124.7786,8281.9639,8707.014,8592.86354,8614.73241,8677.981458,,,,
checks,rate,,,,,,,,,1,2300,0
http_req_waiting,trend,907.4060440277764,3.6299,581.56175,3564.2107,2097.23771,3049.9872049999994,3459.9109129999997,,,,
