metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
teacher_workflow_success,rate,,,,,,,,,0.95,57,3
duplicate_attendance_detected,rate,,,,,,,,,0,0,60
vus_max,gauge,,100,,100,,,,,,,
http_req_connecting,trend,1.236949861111111,0,0,19.9412,6.5447,10.5013,15.797738999999996,,,,
http_req_failed,rate,,,,,,,,,0,0,720
http_req_sending,trend,0.6751669444444446,0,0,38.6713,0.9981,2.6360049999999777,12.1704,,,,
iterations,counter,,,,,,,,100,8.362351319588656,,
http_req_waiting,trend,1330.824145972223,17.3491,890.61365,5049.3969,3072.89424,3410.687795,4777.951914999997,,,,
http_req_duration{expected_response:true},trend,1336.0284506944429,18.3315,894.13365,5050.4644,3072.89424,3410.7372849999997,4779.3367709999975,,,,
iteration_duration,trend,11141.912606,8648.7444,11570.3555,11947.3139,11871.02452,11897.047465,11920.887038,,,,
workflow_duration,trend,11139.54,8648,11566,11939,11870.8,11897.15,11916.23,,,,
race_condition_detected,rate,,,,,,,,,0,0,0
vus,gauge,,80,,100,,,,,,,
http_req_receiving,trend,4.52913777777778,0,0.4888,1020.7987,2.0437100000000004,3.2562549999999963,109.4623,,,,
http_429_count,counter,,,,,,,,0,0,,
http_req_duration,trend,1336.0284506944429,18.3315,894.13365,5050.4644,3072.89424,3410.7372849999997,4779.3367709999975,,,,
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,20
data_received,counter,,,,,,,,4564269,381680.2089510759,,
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
checks,rate,,,,,,,,,0.9986956521739131,2297,3
missing_attendance,rate,,,,,,,,,0,0,60
partial_attendance_save,rate,,,,,,,,,0,0,60
http_reqs,counter,,,,,,,,720,60.20892950103832,,
http_req_blocked,trend,2.4228674999999993,0,0,48.0221,9.172740000000001,16.526534999999992,37.69809599999999,,,,
login_duration,trend,1623.3780399999994,786.2775,1669.88225,2103.9059,2032.76639,2073.91242,2093.1754880000003,,,,
group_duration,trend,1181.7030720588232,0,700.0344,5053.2263,3102.16876,3415.778195,4792.914478000001,,,,
data_sent,counter,,,,,,,,441528,36922.1225343534,,
http_500_count,counter,,,,,,,,0,0,,
