metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
http_req_receiving,trend,1.0453110909090906,0,0.47414999999999996,12.1983,2.888400000000002,4.1873999999999985,8.052662999999985,,,,
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
http_req_duration{expected_response:true},trend,726.2955558490568,2.7374,329.50875,2999.6302,2079.2289,2370.140429999996,2797.241146000001,,,,
http_req_failed,rate,,,,,,,,,0.03636363636363636,20,530
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
checks,rate,,,,,,,,,0.9874213836477987,1570,20
missing_attendance,rate,,,,,,,,,0,0,10
http_req_waiting,trend,707.3984712727273,1.8485,298.86735,2999.0108,2065.6935000000003,2314.2857599999998,2792.528626,,,,
login_duration,trend,1485.584693,441.1488,1506.4782500000001,2314.3606,2218.6824500000002,2240.416555,2313.179431,,,,
http_429_count,counter,,,,,,,,0,0,,
http_500_count,counter,,,,,,,,0,0,,
http_req_blocked,trend,0.5220005454545457,0,0,10.1931,2.0466,3.6292,6.9279,,,,
data_sent,counter,,,,,,,,290316,51194.01925988143,,
partial_attendance_save,rate,,,,,,,,,0,0,10
teacher_workflow_success,rate,,,,,,,,,0.16666666666666666,10,50
group_duration,trend,365.56218696969694,0,130.4741,3000.1415,1236.47644,2073.8028849999996,2744.2337209999982,,,,
data_received,counter,,,,,,,,2632736,464253.9077769851,,
workflow_duration,trend,5284.38,4642,5388.5,5657,5611.7,5636.1,5647.1,,,,
http_req_connecting,trend,0.3838661818181819,0,0,7.3564,2.0203,2.3634,4.0669,,,,
race_condition_detected,rate,,,,,,,,,0,0,0
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,0
vus_max,gauge,,93,,100,,,,,,,
iterations,counter,,,,,,,,100,17.633895224473136,,
duplicate_attendance_detected,rate,,,,,,,,,0,0,10
iteration_duration,trend,5284.804012999997,4642.0747,5388.453299999999,5657.4045,5611.8324299999995,5636.66352,5647.054644,,,,
vus,gauge,,0,,100,,,,,,,
http_req_duration,trend,708.5283134545457,2.7374,298.86735,2999.6302,2066.72294,2316.2358799999997,2792.528626,,,,
http_req_sending,trend,0.08453109090909092,0,0,6.2999,0,0.5163099999999999,2.0541,,,,
http_reqs,counter,,,,,,,,550,96.98642373460225,,
