metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
checks,rate,,,,,,,,,0.93,1860,140
race_condition_detected,rate,,,,,,,,,0,0,0
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,0
vus,gauge,,33,,100,,,,,,,
group_duration,trend,409.79711651515134,0,174.91494999999998,2727.3384,1113.1082700000002,2120.753675,2337.983212999999,,,,
data_sent,counter,,,,,,,,431411,77400.54059867021,,
workflow_duration,trend,5105.32,3961,5247,5568,5495.5,5535.45,5564.04,,,,
iterations,counter,,,,,,,,100,17.941253375243146,,
data_received,counter,,,,,,,,3734976,670101.5076645215,,
duplicate_attendance_detected,rate,,,,,,,,,0,0,0
http_req_receiving,trend,0.8424441428571428,0,0.5199499999999999,12.741,2.302180000000001,3.080309999999999,5.022088999999999,,,,
http_500_count,counter,,,,,,,,0,0,,
login_duration,trend,1010.4709080000007,301.2993,984.7542000000001,1704.318,1591.6340700000003,1617.910785,1699.458486,,,,
http_req_connecting,trend,0.3170812857142857,0,0,10.14,1.5297,2.0488299999999753,5.0442,,,,
vus_max,gauge,,100,,100,,,,,,,
missing_attendance,rate,,,,,,,,,0,0,0
partial_attendance_save,rate,,,,,,,,,0,0,0
http_req_duration{expected_response:true},trend,633.5480369642847,6.3093,319.02535,2726.7094,1699.9002600000001,2163.0244399999997,2387.782417999997,,,,
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
http_req_duration,trend,530.3035249999992,6.3093,264.3062,2726.7094,1591.0041500000002,1979.6948749999938,2328.5227509999995,,,,
http_req_blocked,trend,1.0342674285714286,0,0,19.7774,2.0171,10.14,18.2631,,,,
http_req_sending,trend,0.07595914285714285,0,0,10.772,0,0.34189999999999926,2.019028,,,,
http_req_waiting,trend,529.3851217142858,5.8768,263.08565,2724.8187,1590.9137400000002,1979.6345849999939,2328.5122879999994,,,,
http_reqs,counter,,,,,,,,700,125.58877362670202,,
iteration_duration,trend,5105.707399,3963.1659,5247.06095,5568.0711,5495.4625,5535.29422,5564.578578000001,,,,
teacher_workflow_success,rate,,,,,,,,,0,0,60
http_429_count,counter,,,,,,,,0,0,,
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
http_req_failed,rate,,,,,,,,,0.2,140,560
