metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,91
checks,rate,,,,,,,,,0.35879767750852926,368609,658736
group_duration,trend,1074.5255819015056,0,95.5661,22841.6651,3592.676360000002,5907.977059999994,16074.2253,,,,
http_req_duration{expected_response:true},trend,917.2259792735274,0,30.1364,22841.6651,3172.8744,5717.1689,14184.335279999957,,,,
workflow_duration,trend,6870.186204081632,1337,2038,58752,27204.500000000007,35020.34999999999,44987.200000000004,,,,
login_duration,trend,230.01956170461128,0,136.283,18967.0497,391.91741,433.86776,507.3100909999995,,,,
vus,gauge,,0,,500,,,,,,,
http_req_duration,trend,376.9975323545787,0,92.49635,22841.6651,402.65089,488.28446499999984,6522.069031999987,,,,
http_reqs,counter,,,,,,,,433648,361.0536141298465,,
auth_failures,counter,,,,,,,,269930,224.74265317047343,,
http_req_failed,rate,,,,,,,,,0.7727857617237944,335117,98531
http_req_connecting,trend,0.007826893240600668,0,0,277.7547,0,0,0,,,,
http_req_sending,trend,0.05206800215843229,0,0,87.1652,0,0.5817,0.7321,,,,
race_condition_detected,rate,,,,,,,,,0,0,75
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
vus_max,gauge,,200,,500,,,,,,,
iteration_duration,trend,469.9246745209584,0,114.6058,58751.7977,419.80004,635.0405000000047,7646.804867999958,,,,
duplicate_attendance_detected,rate,,,,,,,,,0,0,0
http_req_blocked,trend,0.01884101414050105,0,0,277.7547,0,0,0.5879,,,,
http_429_count,counter,,,,,,,,53689,44.70124960571092,,
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
http_req_receiving,trend,0.5155996469486742,0,0,131.8789,1.442,2.406,4.579464999999985,,,,
http_500_count,counter,,,,,,,,0,0,,
data_sent,counter,,,,,,,,146609283,122066.31067625232,,
data_received,counter,,,,,,,,695655917,579200.3722458365,,
iterations,counter,,,,,,,,392397,326.70819425826795,,
http_req_waiting,trend,376.42986470547476,0,91.98315,22840.7889,402.10855999999995,487.7025049999999,6520.007714999956,,,,
