metric,type,avg,min,med,max,p(90),p(95),p(99),count,rate,passes,fails
duplicate_attendance_detected,rate,,,,,,,,,0,0,60
http_req_waiting,trend,864.2074416666668,20.8106,606.29395,3537.3886,1993.63173,2455.0726,3362.828130999997,,,,
http_req_tls_handshaking,trend,0,0,0,0,0,0,0,,,,
http_req_duration,trend,865.1848636111107,20.8106,607.7289000000001,3538.0814,1995.3123100000003,2455.5720149999997,3365.5169259999966,,,,
http_500_count,counter,,,,,,,,0,0,,
data_sent,counter,,,,,,,,442085,53429.50632385828,,
login_duration,trend,1058.9803350000002,382.3433,1099.74915,1669.7147,1580.26836,1651.594275,1667.0070500000002,,,,
http_429_count,counter,,,,,,,,0,0,,
vus,gauge,,14,,100,,,,,,,
http_reqs,counter,,,,,,,,720,87.01775575551751,,
http_req_duration{expected_response:true},trend,865.1848636111107,20.8106,607.7289000000001,3538.0814,1995.3123100000003,2455.5720149999997,3365.5169259999966,,,,
http_req_failed,rate,,,,,,,,,0,0,720
missing_attendance,rate,,,,,,,,,0,0,60
iterations,counter,,,,,,,,100,12.085799410488544,,
data_received,counter,,,,,,,,4565122,551731.4877640828,,
db_write_inconsistency_detected,rate,,,,,,,,,0,0,0
partial_attendance_save,rate,,,,,,,,,0,0,60
workflow_duration,trend,7626.21,5653,7970,8242,8172.8,8226.1,8239.03,,,,
http_req_blocked,trend,1.0744201388888888,0,0,35.8636,2.0306,5.7595,22.8414,,,,
http_req_receiving,trend,0.7568301388888892,0,0.34315,11.8006,2.1249000000000002,3.20083,4.967442999999999,,,,
http_req_sending,trend,0.22059180555555563,0,0,12.176,0,0.6400399999999994,8.1282,,,,
group_duration,trend,761.11339,0,449.93820000000005,3538.6781,2021.8507800000002,2467.899299999999,3378.8350960000002,,,,
duplicate_fee_payment_detected,rate,,,,,,,,,0,0,20
race_condition_detected,rate,,,,,,,,,0,0,0
iteration_duration,trend,7626.602999000001,5652.6534,7971.36895,8242.2714,8172.55443,8225.86465,8239.724229000001,,,,
checks,rate,,,,,,,,,0.9926086956521739,2283,17
teacher_workflow_success,rate,,,,,,,,,0.7166666666666667,43,17
vus_max,gauge,,100,,100,,,,,,,
http_req_connecting,trend,0.5279319444444448,0,0,30.4344,2.024,4.0538,6.346872999999982,,,,
